Log Number,User Number,Action Type,Time,Year,LO Number,D Number,LO Name,LOType,Blooms1,Blooms2,Description,Deliverable Name,Deliverable Type,Progress,Quarter,Deliverable Description
5969,43,Login,2019-11-23 14:05:22,2019,,,,,,,,,,,,
5970,40,Login,2019-11-24 12:06:01,2019,,,,,,,,,,,,
5971,40,Update Deliverable,2019-11-24 13:10:11,2019,129,960,,,,,,Present the poster of the multi-sensor project at Graduate Research seminar,Refereed conferences,Completed,Q4,
5972,47,Login,2019-11-24 14:40:43,2019,,,,,,,,,,,,
5973,47,Login,2019-11-24 14:40:53,2019,,,,,,,,,,,,
5974,82,Login,2019-11-24 14:41:07,2019,,,,,,,,,,,,
5975,82,Login,2019-11-24 14:41:20,2019,,,,,,,,,,,,
5976,64,Login,2019-11-24 17:01:09,2019,,,,,,,,,,,,
5977,64,Login,2019-11-24 17:01:17,2019,,,,,,,,,,,,
5978,64,Insert Deliverable,2019-11-24 18:01:47,2019,364,1189,,,,,,Mentimeter,Other Low,In progress,Q4,
5979,64,Delete Deliverable,2019-11-24 18:24:37,2019,387,1000,,,,,,,,,,
5980,64,Update Deliverable,2019-11-24 18:25:10,2019,387,1001,,,,,,Teach HNES 374: Resistance Training and Cardiovascular Conditioning Methods,Other Low,Completed,Q1,
5981,64,Insert Deliverable,2019-11-24 18:28:41,2019,170,1190,,,,,,Presentation Documents/URLs,Other Low,Completed,Q4,
5982,64,Update Deliverable,2019-11-24 18:28:55,2019,170,1190,,,,,,Presentation Documents/URLs,Other Low,Completed,Q4,
5983,64,Insert Deliverable,2019-11-24 18:29:17,2019,170,1191,,,,,,Presentation Videos,Other Low,In progress,Q4,
5984,64,Update Deliverable,2019-11-24 18:30:45,2019,364,996,,,,,,Prezi,Other Low,Completed,Q3,
5994,64,Update Deliverable,2019-11-24 20:23:08,2019,381,937,,,,,,Write abstract,non-refereed conferences,Completed,Q3,
5995,64,Update Deliverable,2019-11-24 20:23:18,2019,381,938,,,,,,Conduct statistical analysis mixed general linear model,Other Low,Completed,Q3,
5996,64,Update Deliverable,2019-11-24 20:23:26,2019,381,939,,,,,,Make poster,non-refereed conferences,Completed,Q3,
5997,64,Update Deliverable,2019-11-24 20:23:38,2019,381,954,,,,,,Finalize Full Manuscript,Refereed journal manuscripts,Completed,Q4,
5998,64,Update Deliverable,2019-11-24 20:29:46,2019,364,995,,,,,,Flipgrid,Other Low,Completed,Q1,
6001,64,Update Deliverable,2019-11-24 21:41:14,2019,364,1189,,,,,,Mentimeter,Other Low,Completed,Q4,
6002,64,Update Deliverable,2019-11-24 21:45:58,2019,364,994,,,,,,Udemy,Other Low,Completed,Q1,
6003,40,Login,2019-11-25 03:23:58,2019,,,,,,,,,,,,
6004,40,Update Deliverable,2019-11-25 04:24:38,2019,129,960,,,,,,Present the poster of the multi-sensor project at Graduate Research seminar,Refereed conferences,Completed,Q4,
6006,46,Login,2019-11-25 12:51:27,2019,,,,,,,,,,,,
6007,47,Login,2019-11-25 15:21:53,2019,,,,,,,,,,,,
6008,47,Login,2019-11-25 15:21:57,2019,,,,,,,,,,,,
6016,82,Login,2019-11-25 19:21:11,2019,,,,,,,,,,,,
6017,82,Login,2019-11-25 19:21:18,2019,,,,,,,,,,,,
6018,82,Update Deliverable,2019-11-25 20:21:36,2019,422,1186,,,,,,Make Connection of in class learning,Other Low,Completed,Q3,
6019,82,Insert Deliverable,2019-11-25 20:31:38,2019,422,1194,,,,,,Add information to website and Journal,Refereed journal manuscripts,In progress,Q4,
6021,46,Login,2019-11-25 21:15:02,2019,,,,,,,,,,,,
6022,78,Login,2019-11-26 10:35:16,2019,,,,,,,,,,,,
6023,78,Update Learning Objective,2019-11-26 11:37:28,2019,158,,Lower Body Negative Pressure (LBNP),DSK1,Understand,Conceptual,Study the use of LBNP to investigate complex physiological responses to some challenges such as hemorrhage.,,,,,
6024,42,Login,2019-11-26 11:13:45,2019,,,,,,,,,,,,
6026,47,Login,2019-11-26 11:23:48,2019,,,,,,,,,,,,
6027,47,Login,2019-11-26 11:23:53,2019,,,,,,,,,,,,
6028,47,Insert Learning Objective,2019-11-26 12:24:38,2019,423,,Apply In class learning,DSK0,Apply,Conceptual,,,,,,
6029,47,Insert Deliverable,2019-11-26 12:25:00,2019,423,1195,,,,,,Final CV Doc,Homework,Completed,Q3,
6030,47,Update Deliverable,2019-11-26 12:25:09,2019,423,1195,,,,,,Final CV Doc,Homework,Completed,Q3,
6033,54,Login,2019-11-26 12:31:03,2019,,,,,,,,,,,,
6034,54,Login,2019-11-26 12:34:21,2019,,,,,,,,,,,,
6035,45,Login,2019-11-26 12:34:27,2019,,,,,,,,,,,,
6036,45,Login,2019-11-26 12:34:32,2019,,,,,,,,,,,,
6038,54,Update Deliverable,2019-11-26 13:34:44,2019,189,920,,,,,,Meeting Minutes 11/14,Standard operating procedures,Completed,Q3,
6040,54,Update Deliverable,2019-11-26 13:35:06,2019,392,1028,,,,,,Functional Block Diagram,Homework,In progress,Q4,
6041,54,Update Deliverable,2019-11-26 13:35:19,2019,392,1029,,,,,,Resistance and Compliance,Review of others evidence,In progress,Q4,
6042,54,Update Deliverable,2019-11-26 13:35:34,2019,392,1033,,,,,,Electrical Axis,Homework,In progress,Q4,
6043,54,Update Deliverable,2019-11-26 13:35:55,2019,191,889,,,,,,Add things learned about genomics and cardiovascular on website.,documented general assistance to others in the class,Not Started,Q4,
6044,82,Login,2019-11-26 12:36:07,2019,,,,,,,,,,,,
6045,47,Login,2019-11-26 12:36:09,2019,,,,,,,,,,,,
6046,47,Login,2019-11-26 12:36:15,2019,,,,,,,,,,,,
6047,82,Login,2019-11-26 12:36:19,2019,,,,,,,,,,,,
6048,40,Login,2019-11-26 12:36:24,2019,,,,,,,,,,,,
6049,40,Insert Deliverable,2019-11-26 13:37:26,2019,129,1196,,,,,,Secured First place for Poster presentation,Awards,Completed,Q4,
6050,54,Insert Deliverable,2019-11-26 13:37:57,2019,191,1197,,,,,,Get Website Review by TMLC or Writer's Center,Refereed conferences,Not Started,Q4,
6053,54,Update Deliverable,2019-11-26 13:39:03,2019,189,920,,,,,,Meeting Minutes 11/14,Review of others evidence,Completed,Q3,
6054,46,Login,2019-11-26 12:39:09,2019,,,,,,,,,,,,
6055,54,Update Deliverable,2019-11-26 13:39:13,2019,189,391,,,,,,Meeting Minutes 11/06,Review of others evidence,Completed,Q3,
6057,54,Update Deliverable,2019-11-26 13:39:24,2019,189,162,,,,,,Meeting Minutes 9/14,Review of others evidence,Completed,Q1,
6059,54,Update Deliverable,2019-11-26 13:39:33,2019,189,167,,,,,,Meeting Minutes 9/26,Review of others evidence,Completed,Q2,
6060,54,Update Deliverable,2019-11-26 13:39:42,2019,189,380,,,,,,Meeting Minutes 10/30,Review of others evidence,Completed,Q3,
6061,54,Update Deliverable,2019-11-26 13:39:51,2019,189,377,,,,,,Meeting Minutes 10/23,Review of others evidence,Completed,Q2,
6062,54,Update Deliverable,2019-11-26 13:40:00,2019,189,373,,,,,,Meeting Minutes 10/09,Review of others evidence,Completed,Q2,
6063,54,Update Deliverable,2019-11-26 13:40:08,2019,189,372,,,,,,Meeting Minutes 10/2,Review of others evidence,Completed,Q2,
6064,54,Update Deliverable,2019-11-26 13:40:27,2019,191,1197,,,,,,Get Website Review by TMLC or Writer's Center,non-refereed conferences,Not Started,Q4,
6065,54,Update Deliverable,2019-11-26 13:40:49,2019,190,1061,,,,,,Share Cardiovascular Engineering topics I've learned with Engineering Learning Community at NDSU,non-refereed conferences,Not Started,Q4,
6067,42,Login,2019-11-26 13:21:48,2019,,,,,,,,,,,,
6068,37,Login,2019-11-26 13:22:31,2019,,,,,,,,,,,,
6069,67,Login,2019-11-26 13:23:09,2019,,,,,,,,,,,,
6070,40,Update Deliverable,2019-11-26 14:24:24,2019,129,1196,,,,,,Secured First place for Poster presentation,Awards,Completed,Q4,
6071,62,Login,2019-11-26 13:33:27,2019,,,,,,,,,,,,
6072,52,Login,2019-11-26 15:25:05,2019,,,,,,,,,,,,
6073,69,Login,2019-11-26 17:55:58,2019,,,,,,,,,,,,
6074,69,Update Deliverable,2019-11-26 21:37:34,2019,220,231,,,,,,Apply for patent for CardioKey device,Invention disclosures,In progress,Q4,
6075,69,Update Deliverable,2019-11-26 21:38:04,2019,106,224,,,,,,Apply preprocessing functions to data collected with team's hardware and revise functions as necessa,Standard operating procedures,In progress,Q4,
6076,69,Delete Deliverable,2019-11-26 21:38:45,2019,218,908,,,,,,,,,,
6086,69,Login,2019-11-27 08:34:41,2019,,,,,,,,,,,,
6087,69,Update Deliverable,2019-11-27 09:37:23,2019,220,231,,,,,,Prepare provisional patent for CardioKey device,Invention disclosures,In progress,Q4,
6088,69,Update Deliverable,2019-11-27 09:37:39,2019,220,231,,,,,,Prepare provisional patent for CardioKey device,Invention disclosures,In progress,Q4,
6090,58,Login,2019-11-27 12:10:45,2019,,,,,,,,,,,,
6091,58,Login,2019-11-27 12:10:56,2019,,,,,,,,,,,,
6092,58,Update Deliverable,2019-11-27 13:12:28,2019,243,303,,,,,,Sharing the resources on Comsol with the group,Other Low,In progress,Q3,
6093,40,Login,2019-11-28 08:11:11,2019,,,,,,,,,,,,
6094,40,Login,2019-11-28 08:11:18,2019,,,,,,,,,,,,
6095,40,Logout,2019-11-28 08:12:19,2019,,,,,,,,,,,,
6096,52,Login,2019-11-28 22:18:24,2019,,,,,,,,,,,,
6100,71,Login,2019-11-30 10:23:26,2019,,,,,,,,,,,,
6101,33,Login,2019-11-30 22:11:35,2019,,,,,,,,,,,,
6102,33,Login,2019-11-30 22:11:44,2019,,,,,,,,,,,,
6103,33,Update Deliverable,2019-11-30 23:11:54,2019,104,119,,,,,,1st Presentation,Other Low,Completed,Q1,
6104,33,Update Deliverable,2019-11-30 23:12:14,2019,104,124,,,,,,2nd Presentation,Other Low,Completed,Q2,
6105,33,Update Deliverable,2019-11-30 23:12:34,2019,104,441,,,,,,3rd Presentation,Other Low,Completed,Q3,
6106,33,Update Deliverable,2019-11-30 23:12:56,2019,104,860,,,,,,Listening to Presentations 3,In-class Survey,Completed,Q3,
6107,33,Update Deliverable,2019-11-30 23:13:09,2019,155,147,,,,,,Group Contract,Other Low,Completed,Q1,
6108,33,Update Deliverable,2019-11-30 23:13:27,2019,155,737,,,,,,Project Outline,Other Low,Completed,Q2,
6109,33,Delete Deliverable,2019-11-30 23:13:49,2019,156,122,,,,,,,,,,
6110,33,Delete Deliverable,2019-11-30 23:14:16,2019,367,1006,,,,,,,,,,
6111,33,Delete Deliverable,2019-11-30 23:15:21,2019,156,444,,,,,,,,,,
6112,33,Delete Deliverable,2019-11-30 23:15:28,2019,156,735,,,,,,,,,,
6113,33,Update Deliverable,2019-11-30 23:17:56,2019,155,738,,,,,,1st Presentation Creation,Other Low,Completed,Q1,
6114,33,Update Deliverable,2019-11-30 23:18:12,2019,155,739,,,,,,Presentation 2 Creation,Other Low,Completed,Q2,
6115,33,Update Deliverable,2019-11-30 23:18:30,2019,155,862,,,,,,3rd Presentation Creation,Other Low,Completed,Q3,
6116,33,Insert Deliverable,2019-11-30 23:19:06,2019,156,1198,,,,,,Tissue Engineering Brocheure Creation,Other Med,In progress,Q4,
6117,33,Insert Deliverable,2019-11-30 23:19:58,2019,157,1199,,,,,,Tissue Engineering Brocheure Creation,Other Med,In progress,Q4,
6118,33,Update Deliverable,2019-11-30 23:20:10,2019,156,1198,,,,,,Tissue Engineering Brocheure Distribution,Other Med,In progress,Q4,
6119,33,Update Deliverable,2019-11-30 23:24:27,2019,157,446,,,,,,Single Topic Composition of Paper w/o group,Other Med,Completed,Q2,
6120,33,Update Deliverable,2019-11-30 23:25:19,2019,157,445,,,,,,New Tissue Research Tech,Other Med,Completed,Q2,
6121,33,Delete Deliverable,2019-11-30 23:25:28,2019,367,832,,,,,,,,,,
6122,33,Delete Deliverable,2019-11-30 23:25:33,2019,367,833,,,,,,,,,,
6123,33,Delete Deliverable,2019-11-30 23:25:39,2019,367,835,,,,,,,,,,
6124,33,Delete Deliverable,2019-11-30 23:25:44,2019,367,864,,,,,,,,,,
6125,33,Delete Deliverable,2019-11-30 23:25:49,2019,367,857,,,,,,,,,,
6126,33,Delete Deliverable,2019-11-30 23:25:54,2019,367,855,,,,,,,,,,
6127,33,Delete Deliverable,2019-11-30 23:25:58,2019,367,834,,,,,,,,,,
6128,33,Delete Deliverable,2019-11-30 23:26:02,2019,367,856,,,,,,,,,,
6129,33,Delete Learning Objective,2019-11-30 23:26:07,2019,367,,,,,,,,,,,
6130,33,Update Deliverable,2019-11-30 23:27:05,2019,157,123,,,,,,Combine Individual Efforts into a Paper,Refereed journal manuscripts,Completed,Q4,
6131,33,Update Deliverable,2019-11-30 23:27:50,2019,157,1199,,,,,,Tissue Engineering Brocheure Creation,Other Med,In progress,Q4,
6132,33,Update Deliverable,2019-11-30 23:28:02,2019,157,1199,,,,,,Tissue Engineering Brocheure Creation,Other Med,Completed,Q4,
6133,33,Update Deliverable,2019-11-30 23:33:26,2019,157,1199,,,,,,Tissue Engineering Brochure Creation,Other Med,Completed,Q4,
6134,33,Update Deliverable,2019-11-30 23:33:33,2019,156,1198,,,,,,Tissue Engineering Brochure Distribution,Other Med,In progress,Q4,
6135,69,Login,2019-12-01 08:25:40,2019,,,,,,,,,,,,
6136,52,Login,2019-12-01 13:10:32,2019,,,,,,,,,,,,
6137,52,Update Deliverable,2019-12-01 14:14:58,2019,118,150,,,,,,Submit Research Paper for Review,Other High,In progress,Q4,
6138,52,Update Deliverable,2019-12-01 14:19:50,2019,176,154,,,,,,Create PowerPoint for EMBS presentation,Other Low,In progress,Q4,
6139,52,Insert Deliverable,2019-12-01 14:21:43,2019,176,1200,,,,,,Survey for EMBS Presentation,In-class Survey,Completed,Q4,
6140,52,Update Deliverable,2019-12-01 14:22:02,2019,176,1200,,,,,,Survey for EMBS Presentation,In-class Survey,Completed,Q4,
6142,37,Login,2019-12-01 17:59:36,2019,,,,,,,,,,,,
6143,37,Update Learning Objective,2019-12-01 19:01:02,2019,163,,Learn about medical studies.,FR3,Apply,Procedural,Investigate basic structure of medical data acquisition. Patient consent acquisition data collection etc.,,,,,
6144,43,Login,2019-12-01 18:27:05,2019,,,,,,,,,,,,
6145,37,Update Deliverable,2019-12-01 19:50:26,2019,163,529,,,,,,Investigate data acquisition in Sanford facilities,Other Med,In progress,Q3,
6146,37,Update Deliverable,2019-12-01 19:50:56,2019,163,530,,,,,,Investigate data acquisition in Essentia facilities,Other Med,In progress,Q3,
6149,77,Login,2019-12-02 09:52:18,2019,,,,,,,,,,,,
6150,43,Login,2019-12-02 10:17:49,2019,,,,,,,,,,,,
6151,43,Update Deliverable,2019-12-02 11:26:31,2019,389,1025,,,,,,Arterial System,Review of others evidence,Completed,Q4,
6152,62,Login,2019-12-02 11:02:21,2019,,,,,,,,,,,,
6153,43,Update Deliverable,2019-12-02 12:19:27,2019,389,1023,,,,,,ECG,Review of others evidence,Completed,Q4,
6154,43,Insert Learning Objective,2019-12-02 12:27:13,2019,424,,Proof that our website is unique,,Remember,Factual,,,,,,
6155,43,Update Learning Objective,2019-12-02 12:28:15,2019,389,,Fundamentals of Cardiovascular Topics (5 pillars of CV),DSK0,Remember,Conceptual,Learn about the 5 fundamental pillars of cardiovascular.,,,,,
6156,43,Update Deliverable,2019-12-02 12:30:36,2019,372,877,,,,,,Reach out to someone who can review the design and literature aspect of the website,Other Low,Completed,Q3,
6157,43,Update Learning Objective,2019-12-02 12:31:06,2019,424,,Proof that our website is unique,,,Factual,This is where I will provide evidence that the cardiovascular education website we created is unique.,,,,,
6158,43,Insert Deliverable,2019-12-02 12:31:24,2019,424,1201,,,,,,Proof the website is unique,Review of others evidence,In progress,Q4,
6159,69,Login,2019-12-02 12:11:00,2019,,,,,,,,,,,,
6160,69,Update Deliverable,2019-12-02 13:12:14,2019,409,1144,,,,,,Demonstrate knowledge of arterial system,Homework,Completed,Q4,
6176,52,Login,2019-12-02 15:14:14,2019,,,,,,,,,,,,
6177,52,Update Deliverable,2019-12-02 16:14:52,2019,119,379,,,,,,Create PowerPoint for Presentation 4,Other Low,Completed,Q4,
6178,52,Update Deliverable,2019-12-02 16:15:16,2019,119,379,,,,,,Create PowerPoint for Presentation 4,Other Low,Completed,Q4,
6179,52,Update Deliverable,2019-12-02 16:17:00,2019,176,154,,,,,,Create PowerPoint for EMBS presentation,Other Low,Completed,Q4,
6180,33,Login,2019-12-02 16:02:19,2019,,,,,,,,,,,,
6181,33,Login,2019-12-02 16:02:23,2019,,,,,,,,,,,,
6182,33,Update Deliverable,2019-12-02 17:10:44,2019,155,863,,,,,,4th Presentation Creation,Other Low,Completed,Q4,
6183,33,Update Learning Objective,2019-12-02 17:12:04,2019,156,,Creation of Completed Learning Tool Paper,PC3,Create,Metacognitive,We plan to create our paper and present it/publish it.,,,,,
6184,33,Update Deliverable,2019-12-02 17:19:29,2019,104,442,,,,,,4th Presentation,Other Low,Completed,Q4,
6185,33,Delete Deliverable,2019-12-02 17:20:49,2019,104,836,,,,,,,,,,
6186,33,Delete Deliverable,2019-12-02 17:20:53,2019,104,837,,,,,,,,,,
6187,33,Delete Deliverable,2019-12-02 17:20:57,2019,104,860,,,,,,,,,,
6188,33,Delete Deliverable,2019-12-02 17:21:01,2019,104,861,,,,,,,,,,
6189,33,Update Learning Objective,2019-12-02 17:21:28,2019,411,,Cardio Fundamentals,DSK0,Understand,Conceptual,Understanding of the 5 key principles of Cardio Engineering 1.,,,,,
6190,77,Update Learning Objective,2019-12-02 19:34:21,2019,296,,Maching learning,DSK4,Understand,Conceptual,Study different maching learning techniques,,,,,
6191,77,Update Deliverable,2019-12-02 19:35:53,2019,296,552,,,,,,Maching learning,In-class Survey,In progress,Q4,
6192,33,Login,2019-12-02 18:45:05,2019,,,,,,,,,,,,
6193,33,Login,2019-12-02 18:45:13,2019,,,,,,,,,,,,
6201,37,Login,2019-12-02 21:38:34,2019,,,,,,,,,,,,
6202,37,Update Deliverable,2019-12-02 22:39:01,2019,164,540,,,,,,Innovation challenge Boot camp 3,Business plan competitions,Completed,Q4,
6203,69,Login,2019-12-03 08:11:22,2019,,,,,,,,,,,,
6204,56,Login,2019-12-03 08:23:16,2019,,,,,,,,,,,,
6205,56,Login,2019-12-03 08:23:26,2019,,,,,,,,,,,,
6206,45,Login,2019-12-03 08:25:45,2019,,,,,,,,,,,,
6207,45,Login,2019-12-03 08:25:52,2019,,,,,,,,,,,,
6208,45,Update Deliverable,2019-12-03 09:27:43,2019,264,351,,,,,,Implement the Hardware in a Working CardioKey Device,Invention disclosures,In progress,Q4,
6209,45,Update Deliverable,2019-12-03 09:29:33,2019,264,351,,,,,,Implement the Hardware in a Working CardioKey Device,Other Med,In progress,Q4,
6210,45,Insert Deliverable,2019-12-03 09:31:53,2019,277,1203,,,,,,Contribute to ASEE Paper,Refereed journal manuscripts,In progress,Q4,
6211,45,Update Deliverable,2019-12-03 09:33:05,2019,264,352,,,,,,Create BOM for Hardware Package,Other Low,In progress,Q4,
6212,43,Login,2019-12-03 10:09:47,2019,,,,,,,,,,,,
6213,77,Login,2019-12-03 10:21:16,2019,,,,,,,,,,,,
6214,77,Update Deliverable,2019-12-03 11:24:20,2019,291,531,,,,,,Frequency domain HRV,Other Med,Completed,Q3,
6215,77,Update Deliverable,2019-12-03 11:24:37,2019,291,964,,,,,,Developing algorithm for Detecting LFHF and LF/HF parametes from PPG signals,non-refereed conferences,Completed,Q3,
6216,77,Insert Deliverable,2019-12-03 11:25:45,2019,291,1204,,,,,,Blood Pressure variability,non-refereed conferences,In progress,Q3,
6217,77,Update Deliverable,2019-12-03 11:26:00,2019,291,1204,,,,,,Blood Pressure variability,non-refereed conferences,Completed,Q3,
6221,77,Update Deliverable,2019-12-03 11:55:45,2019,421,1184,,,,,,Basic foundational knowledge of the foundations in CV Engineering,Standard operating procedures,Completed,Q4,
6222,52,Login,2019-12-03 11:41:39,2019,,,,,,,,,,,,
6223,62,Login,2019-12-03 11:45:42,2019,,,,,,,,,,,,
6226,45,Login,2019-12-03 12:26:58,2019,,,,,,,,,,,,
6227,45,Login,2019-12-03 12:27:03,2019,,,,,,,,,,,,
6228,45,Update Deliverable,2019-12-03 13:27:22,2019,264,346,,,,,,Final PCB Design,Other Low,Completed,Q3,
6229,45,Update Deliverable,2019-12-03 13:27:34,2019,264,459,,,,,,Test PCB,Other Low,Completed,Q3,
6230,45,Update Deliverable,2019-12-03 13:27:57,2019,277,449,,,,,,Improve Confidence in Presentation Skills,Other Low,Completed,Q4,
6231,45,Update Deliverable,2019-12-03 13:28:05,2019,277,457,,,,,,Learn Long-Distance Communication & Collaboration Skills,Other Low,Completed,Q4,
6232,37,Login,2019-12-03 12:33:01,2019,,,,,,,,,,,,
6234,46,Login,2019-12-03 12:33:06,2019,,,,,,,,,,,,
6236,43,Login,2019-12-03 12:33:27,2019,,,,,,,,,,,,
6237,52,Login,2019-12-03 12:33:32,2019,,,,,,,,,,,,
6239,43,Delete Deliverable,2019-12-03 13:34:19,2019,240,289,,,,,,,,,,
6243,43,Update Deliverable,2019-12-03 13:37:17,2019,238,287,,,,,,Share Research Information with the Group,Other Low,Completed,Q4,
6245,43,Update Deliverable,2019-12-03 13:37:36,2019,372,880,,,,,,Get the website reviewed by other students in the class,Other Low,In progress,Q4,
6247,40,Login,2019-12-03 12:39:44,2019,,,,,,,,,,,,
6251,56,Login,2019-12-03 12:42:57,2019,,,,,,,,,,,,
6257,56,Login,2019-12-03 12:52:50,2019,,,,,,,,,,,,
6258,67,Login,2019-12-03 12:53:09,2019,,,,,,,,,,,,
6260,33,Login,2019-12-03 13:04:16,2019,,,,,,,,,,,,
6261,33,Login,2019-12-03 13:04:30,2019,,,,,,,,,,,,
6268,75,Login,2019-12-03 13:13:53,2019,,,,,,,,,,,,
6269,75,Update Deliverable,2019-12-03 14:15:35,2019,210,575,,,,,,Understand and identify recorded ACG features and differences from literature,Other Low,Completed,Q2,
6270,75,Update Deliverable,2019-12-03 14:16:07,2019,208,203,,,,,,Practice data collection to identify best method,Other Low,Completed,Q2,
6271,75,Update Deliverable,2019-12-03 14:17:17,2019,205,197,,,,,,Record trial with help of experienced student,Other Low,Completed,Q1,
6272,75,Update Deliverable,2019-12-03 14:17:23,2019,205,198,,,,,,Record solo and lead experiments,Other Low,Completed,Q2,
6273,42,Login,2019-12-03 13:21:06,2019,,,,,,,,,,,,
6274,42,Login,2019-12-03 13:21:21,2019,,,,,,,,,,,,
6279,69,Login,2019-12-03 14:15:55,2019,,,,,,,,,,,,
6280,69,Update Deliverable,2019-12-03 15:16:36,2019,218,439,,,,,,Hold weekly group meetings in Quarter #4,Standard operating procedures,Completed,Q4,
6281,69,Update Deliverable,2019-12-03 15:20:26,2019,220,231,,,,,,Prepare provisional patent for CardioKey device,Invention disclosures,Completed,Q4,
6282,52,Login,2019-12-03 16:49:57,2019,,,,,,,,,,,,
6283,77,Update Deliverable,2019-12-03 19:26:22,2019,291,966,,,,,,Developing algorithm for Detecting LFHF and LF/HF parametes from ECG,non-refereed conferences,Completed,Q3,
6284,77,Update Deliverable,2019-12-03 19:28:23,2019,292,535,,,,,,PATPTT,Other Med,Completed,Q3,
6285,77,Update Deliverable,2019-12-03 19:28:38,2019,292,968,,,,,,Developing algorithm for ECG and Blood pressure  analysis for finding PAT,non-refereed conferences,Completed,Q3,
6286,77,Delete Deliverable,2019-12-03 19:29:02,2019,292,969,,,,,,,,,,
6287,62,Login,2019-12-04 01:32:56,2019,,,,,,,,,,,,
6294,33,Login,2019-12-04 17:04:21,2019,,,,,,,,,,,,
6295,33,Login,2019-12-04 17:04:28,2019,,,,,,,,,,,,
6296,33,Update Deliverable,2019-12-04 18:04:52,2019,155,147,,,,,,Group Contract,Other Low,Completed,Q1,
6297,33,Update Deliverable,2019-12-04 18:08:18,2019,156,121,,,,,,Presentation with EMBS,Invited outreach activities,Completed,Q4,
6298,33,Update Deliverable,2019-12-04 18:10:46,2019,156,1007,,,,,,Submission To Prof.,Other High,Completed,Q4,
6299,33,Update Deliverable,2019-12-04 18:13:01,2019,104,736,,,,,,Review Feedback From Pres 1,Other Low,Completed,Q2,
6300,33,Update Deliverable,2019-12-04 18:13:26,2019,104,858,,,,,,Review Feedback for Presentation 2,In-class Survey,Completed,Q3,
6301,33,Update Deliverable,2019-12-04 18:13:43,2019,104,859,,,,,,Review Feedback for Presentation 3,In-class Survey,Completed,Q4,
6306,37,Login,2019-12-04 19:11:20,2019,,,,,,,,,,,,
6307,37,Update Deliverable,2019-12-04 20:14:47,2019,161,509,,,,,,Udemy Course - Machine learning (beginner level)	,Review of others evidence,Completed,Q2,
6308,37,Update Deliverable,2019-12-04 20:15:09,2019,164,549,,,,,,Innovation Challenge - Final Pitch and Judging,Business plan competitions,In progress,Q4,
6309,37,Update Deliverable,2019-12-04 20:58:09,2019,166,928,,,,,,Submit abstract to RMBS,Refereed conferences,Completed,Q3,
6310,59,Login,2019-12-05 01:18:48,2019,,,,,,,,,,,,
6311,59,Login,2019-12-05 01:18:53,2019,,,,,,,,,,,,
6314,64,Login,2019-12-05 08:44:16,2019,,,,,,,,,,,,
6315,64,Login,2019-12-05 08:44:28,2019,,,,,,,,,,,,
6316,64,Delete Deliverable,2019-12-05 09:46:27,2019,379,1073,,,,,,,,,,
6317,64,Delete Deliverable,2019-12-05 09:46:37,2019,379,1072,,,,,,,,,,
6318,64,Delete Deliverable,2019-12-05 09:46:44,2019,379,1071,,,,,,,,,,
6319,64,Delete Deliverable,2019-12-05 09:46:51,2019,379,1070,,,,,,,,,,
6320,64,Update Deliverable,2019-12-05 09:47:32,2019,379,936,,,,,,Demonstrated Via Presentations,Other Low,Completed,Q4,
6321,64,Update Deliverable,2019-12-05 10:03:27,2019,170,1191,,,,,,Presentation Videos,Other Low,Completed,Q4,
6322,45,Login,2019-12-05 09:06:42,2019,,,,,,,,,,,,
6323,45,Login,2019-12-05 09:06:51,2019,,,,,,,,,,,,
6324,45,Update Deliverable,2019-12-05 10:12:28,2019,264,346,,,,,,Final PCB Design,Other Low,Completed,Q3,
6325,45,Update Deliverable,2019-12-05 10:15:31,2019,277,449,,,,,,Improve Confidence in Presentation Skills,Other Low,Completed,Q4,
6326,45,Update Deliverable,2019-12-05 10:18:09,2019,277,457,,,,,,Learn Long-Distance Communication & Collaboration Skills,Other Low,Completed,Q4,
6327,45,Update Deliverable,2019-12-05 10:18:38,2019,397,1055,,,,,,Solder the Final PCB,Other Low,In progress,Q4,
6328,45,Update Deliverable,2019-12-05 10:52:38,2019,396,1054,,,,,,Learn Arterial System Concepts,Other Low,Completed,Q4,
6329,77,Login,2019-12-05 10:09:35,2019,,,,,,,,,,,,
6330,77,Update Deliverable,2019-12-05 11:14:05,2019,291,967,,,,,, Study of hypothesis PPG can be surrogate of ECG for Providing portable solution,non-refereed conferences,Completed,Q3,
6332,77,Update Deliverable,2019-12-05 11:52:30,2019,291,531,,,,,,Frequency domain HRV,Other Med,In progress,Q3,
6333,77,Update Deliverable,2019-12-05 11:53:27,2019,291,531,,,,,,Frequency domain HRV,Other Med,Completed,Q3,
6340,77,Update Deliverable,2019-12-05 12:19:50,2019,292,535,,,,,,PATPTT,Other Med,Completed,Q3,
6349,77,Update Deliverable,2019-12-05 12:38:06,2019,162,129,,,,,,Poster Presentation Biomedical symposium at NDSU,In-class Survey,Completed,Q1,
6350,77,Update Deliverable,2019-12-05 12:42:20,2019,162,129,,,,,,Poster Presentation Biomedical symposium at NDSU,In-class Survey,Completed,Q1,
6351,77,Insert Deliverable,2019-12-05 12:58:36,2019,283,1216,,,,,,abstract submission ICBBE 2020,Refereed conferences,Completed,Q2,
6352,77,Delete Deliverable,2019-12-05 13:03:14,2019,283,1216,,,,,,,,,,
